Time (s);EOG1;Sampling Rate
2.4723999960e+01;-2.2676675277e+02;
2.4727999960e+01;-2.2696787026e+02;
2.4731999960e+01;-2.2780003445e+02;
2.4735999960e+01;-2.2977032878e+02;
2.4739999960e+01;-2.3190676915e+02;
2.4743999960e+01;-2.3202000686e+02;
2.4747999960e+01;-2.2925966013e+02;
2.4751999960e+01;-2.2504870170e+02;
2.4755999960e+01;-2.2125477567e+02;
2.4759999960e+01;-2.1859990816e+02;
2.4763999960e+01;-2.1712624362e+02;
2.4767999960e+01;-2.1713548591e+02;
2.4771999960e+01;-2.1867817610e+02;
2.4775999960e+01;-2.2067497447e+02;
2.4779999960e+01;-2.2179856939e+02;
2.4783999960e+01;-2.2203380582e+02;
2.4787999960e+01;-2.2220045950e+02;
2.4791999960e+01;-2.2215900322e+02;
2.4795999960e+01;-2.2087432803e+02;
2.4799999960e+01;-2.1827186533e+02;
2.4803999960e+01;-2.1560938276e+02;
2.4807999960e+01;-2.1372089697e+02;
2.4811999960e+01;-2.1217636795e+02;
2.4815999960e+01;-2.1068429036e+02;
2.4819999960e+01;-2.1004442857e+02;
2.4823999960e+01;-2.1082904436e+02;
2.4827999960e+01;-2.1221259460e+02;
2.4831999960e+01;-2.1288224593e+02;
2.4835999960e+01;-2.1229451880e+02;
2.4839999960e+01;-2.1082124076e+02;
2.4843999960e+01;-2.0942943472e+02;
2.4847999960e+01;-2.0924066605e+02;
2.4851999960e+01;-2.1063507817e+02;
2.4855999960e+01;-2.1263050875e+02;
2.4859999960e+01;-2.1357207291e+02;
2.4863999960e+01;-2.1246549748e+02;
2.4867999960e+01;-2.0958434939e+02;
2.4871999960e+01;-2.0599739853e+02;
2.4875999960e+01;-2.0272106868e+02;
2.4879999960e+01;-2.0050504418e+02;
2.4883999960e+01;-2.0007823715e+02;
2.4887999960e+01;-2.0171773983e+02;
2.4891999960e+01;-2.0468893989e+02;
2.4895999960e+01;-2.0786496078e+02;
2.4899999960e+01;-2.1043965284e+02;
2.4903999960e+01;-2.1159631362e+02;
2.4907999960e+01;-2.1034716643e+02;
2.4911999960e+01;-2.0634942053e+02;
2.4915999960e+01;-2.0076000522e+02;
2.4919999960e+01;-1.9569959003e+02;
2.4923999960e+01;-1.9244391558e+02;
2.4927999960e+01;-1.9091385042e+02;
2.4931999960e+01;-1.9108412070e+02;
2.4935999960e+01;-1.9322104389e+02;
2.4939999960e+01;-1.9634948629e+02;
2.4943999960e+01;-1.9818851929e+02;
2.4947999960e+01;-1.9725970238e+02;
2.4951999960e+01;-1.9416722986e+02;
2.4955999960e+01;-1.9058411440e+02;
2.4959999960e+01;-1.8773500046e+02;
2.4963999960e+01;-1.8610762932e+02;
2.4967999960e+01;-1.8582553540e+02;
2.4971999960e+01;-1.8657551343e+02;
2.4975999960e+01;-1.8740085483e+02;
2.4979999959e+01;-1.8713347493e+02;
2.4983999960e+01;-1.8541435757e+02;
2.4987999960e+01;-1.8311303557e+02;
2.4991999960e+01;-1.8130863919e+02;
2.4995999960e+01;-1.8032022969e+02;
2.4999999959e+01;-1.8005299630e+02;
2.5003999960e+01;-1.8032144889e+02;
2.5007999960e+01;-1.8052656854e+02;
2.5011999960e+01;-1.8011515808e+02;
2.5015999960e+01;-1.7954114931e+02;
2.5019999960e+01;-1.7976464263e+02;
2.5023999959e+01;-1.8064119894e+02;
2.5027999960e+01;-1.8058845377e+02;
2.5031999960e+01;-1.7835187707e+02;
2.5035999960e+01;-1.7469537665e+02;
2.5039999960e+01;-1.7167792144e+02;
2.5043999959e+01;-1.7063410500e+02;
2.5047999960e+01;-1.7150483568e+02;
2.5051999960e+01;-1.7342241109e+02;
2.5055999960e+01;-1.7507307079e+02;
2.5059999960e+01;-1.7528930806e+02;
2.5063999960e+01;-1.7406938419e+02;
2.5067999959e+01;-1.7241309874e+02;
2.5071999960e+01;-1.7097783257e+02;
2.5075999960e+01;-1.6950366603e+02;
2.5079999960e+01;-1.6769926592e+02;
2.5083999960e+01;-1.6625897750e+02;
2.5087999959e+01;-1.6635325677e+02;
2.5091999959e+01;-1.6803570316e+02;
2.5095999959e+01;-1.6996591133e+02;
2.5099999959e+01;-1.7093392909e+02;
2.5103999959e+01;-1.7082016798e+02;
2.5107999959e+01;-1.6990395721e+02;
2.5111999959e+01;-1.6828324391e+02;
2.5115999959e+01;-1.6618309404e+02;
2.5119999959e+01;-1.6389758007e+02;
2.5123999959e+01;-1.6144526790e+02;
2.5127999959e+01;-1.5880886476e+02;
2.5131999959e+01;-1.5623994721e+02;
2.5135999959e+01;-1.5417412252e+02;
2.5139999959e+01;-1.5305821122e+02;
2.5143999959e+01;-1.5314089619e+02;
2.5147999959e+01;-1.5425432435e+02;
2.5151999959e+01;-1.5578032377e+02;
2.5155999959e+01;-1.5678962820e+02;
2.5159999959e+01;-1.5638004285e+02;
2.5163999959e+01;-1.5438462793e+02;
2.5167999959e+01;-1.5183839620e+02;
2.5171999959e+01;-1.5008337860e+02;
2.5175999959e+01;-1.4946318296e+02;
2.5179999959e+01;-1.4964021148e+02;
2.5183999959e+01;-1.5065286780e+02;
2.5187999959e+01;-1.5261601952e+02;
2.5191999959e+01;-1.5478891728e+02;
2.5195999959e+01;-1.5586728314e+02;
2.5199999959e+01;-1.5515649832e+02;
2.5203999959e+01;-1.5293352220e+02;
2.5207999959e+01;-1.4959563205e+02;
2.5211999959e+01;-1.4540999028e+02;
2.5215999959e+01;-1.4208343391e+02;
2.5219999959e+01;-1.4309297154e+02;
2.5223999959e+01;-1.5025099616e+02;
2.5227999959e+01;-1.6085515970e+02;
2.5231999959e+01;-1.6982717047e+02;
2.5235999959e+01;-1.7383111583e+02;
2.5239999959e+01;-1.7260160323e+02;
2.5243999959e+01;-1.6764020410e+02;
2.5247999959e+01;-1.6102550506e+02;
2.5251999959e+01;-1.5497614250e+02;
2.5255999959e+01;-1.5111100643e+02;
2.5259999959e+01;-1.4968668049e+02;
2.5263999959e+01;-1.5006967735e+02;
2.5267999959e+01;-1.5178773653e+02;
2.5271999959e+01;-1.5452359618e+02;
2.5275999959e+01;-1.5759313184e+02;
2.5279999959e+01;-1.6007287755e+02;
2.5283999959e+01;-1.6118437714e+02;
2.5287999959e+01;-1.6049118251e+02;
2.5291999959e+01;-1.5793351245e+02;
2.5295999959e+01;-1.5373791234e+02;
2.5299999959e+01;-1.4860718006e+02;
2.5303999959e+01;-1.4391503615e+02;
2.5307999959e+01;-1.4090073881e+02;
2.5311999959e+01;-1.3965687700e+02;
2.5315999959e+01;-1.3961016464e+02;
2.5319999959e+01;-1.4060016737e+02;
2.5323999959e+01;-1.4257950280e+02;
2.5327999959e+01;-1.4463986288e+02;
2.5331999959e+01;-1.4549254590e+02;
2.5335999959e+01;-1.4493962934e+02;
2.5339999959e+01;-1.4388660770e+02;
2.5343999959e+01;-1.4299927115e+02;
2.5347999959e+01;-1.4231683401e+02;
2.5351999959e+01;-1.4183697804e+02;
2.5355999959e+01;-1.4146957532e+02;
2.5359999959e+01;-1.4081417881e+02;
2.5363999959e+01;-1.3974537466e+02;
2.5367999959e+01;-1.3876694779e+02;
2.5371999959e+01;-1.3829371567e+02;
2.5375999959e+01;-1.3796823008e+02;
2.5379999959e+01;-1.3720396213e+02;
2.5383999959e+01;-1.3605203929e+02;
2.5387999959e+01;-1.3476774886e+02;
2.5391999959e+01;-1.3313739054e+02;
2.5395999959e+01;-1.3118409487e+02;
2.5399999959e+01;-1.2983806766e+02;
2.5403999959e+01;-1.3007670338e+02;
2.5407999959e+01;-1.3165966778e+02;
2.5411999959e+01;-1.3317986737e+02;
2.5415999959e+01;-1.3340634128e+02;
2.5419999959e+01;-1.3208138272e+02;
2.5423999959e+01;-1.2949377303e+02;
2.5427999959e+01;-1.2624223869e+02;
2.5431999959e+01;-1.2337467933e+02;
2.5435999959e+01;-1.2198044438e+02;
2.5439999959e+01;-1.2239539335e+02;
2.5443999959e+01;-1.2378440335e+02;
2.5447999959e+01;-1.2498075622e+02;
2.5451999959e+01;-1.2606161801e+02;
2.5455999959e+01;-1.2809967921e+02;
2.5459999959e+01;-1.3068338201e+02;
2.5463999959e+01;-1.3092056169e+02;
2.5467999959e+01;-1.2599658069e+02;
2.5471999959e+01;-1.1610331201e+02;
2.5475999959e+01;-1.0449267141e+02;
2.5479999959e+01;-9.5381544841e+01;
2.5483999959e+01;-9.1730470026e+01;
2.5487999959e+01;-9.3621485561e+01;
2.5491999959e+01;-9.8016713843e+01;
2.5495999959e+01;-1.0104619781e+02;
2.5499999959e+01;-1.0123730237e+02;
2.5503999959e+01;-1.0014202561e+02;
2.5507999959e+01;-9.9927561495e+01;
2.5511999959e+01;-1.0103024019e+02;
2.5515999959e+01;-1.0234772433e+02;
2.5519999959e+01;-1.0295148437e+02;
2.5523999959e+01;-1.0254893566e+02;
2.5527999959e+01;-1.0097956833e+02;
2.5531999959e+01;-9.8681788510e+01;
2.5535999959e+01;-9.6846587494e+01;
2.5539999959e+01;-9.6115929641e+01;
2.5543999959e+01;-9.6022286905e+01;
2.5547999959e+01;-9.6035908932e+01;
2.5551999959e+01;-9.6123092689e+01;
2.5555999959e+01;-9.5969433986e+01;
2.5559999959e+01;-9.4601360643e+01;
2.5563999959e+01;-9.1529753851e+01;
2.5567999959e+01;-8.7841841293e+01;
2.5571999959e+01;-8.5339918517e+01;
2.5575999959e+01;-8.4733782044e+01;
2.5579999959e+01;-8.5343201203e+01;
2.5583999959e+01;-8.6367285481e+01;
2.5587999959e+01;-8.7630240655e+01;
2.5591999959e+01;-8.8975884011e+01;
2.5595999959e+01;-8.9724408206e+01;
2.5599999959e+01;-8.9381640421e+01;
2.5603999959e+01;-8.8553099601e+01;
2.5607999959e+01;-8.8378065979e+01;
2.5611999959e+01;-8.9180331714e+01;
2.5615999958e+01;-9.0565494584e+01;
2.5619999958e+01;-9.2316697929e+01;
2.5623999959e+01;-9.3865360085e+01;
2.5627999959e+01;-9.3845449952e+01;
2.5631999959e+01;-9.1585081112e+01;
2.5635999958e+01;-8.8120411078e+01;
2.5639999958e+01;-8.4895393506e+01;
2.5643999959e+01;-8.2442076445e+01;
