Time (s);EOG1;Sampling Rate
9.3479999849e+00;-1.9976268617e+00;
9.3519999848e+00;-1.4077199184e+00;
9.3559999848e+00;4.2256674101e-01;
9.3599999847e+00;2.2353918800e+00;
9.3639999847e+00;3.7249295281e+00;
9.3679999849e+00;4.9747668094e+00;
9.3719999848e+00;5.3773820422e+00;
9.3759999848e+00;4.0463429100e+00;
9.3799999848e+00;1.1568931921e+00;
9.3839999847e+00;-1.7317264115e+00;
9.3879999849e+00;-3.0403585755e+00;
9.3919999849e+00;-2.3204772907e+00;
9.3959999848e+00;-5.4013737710e-02;
9.3999999848e+00;2.5108095317e+00;
9.4039999847e+00;3.4339987467e+00;
9.4079999847e+00;1.5783290848e+00;
9.4119999849e+00;-1.6546855983e+00;
9.4159999848e+00;-3.2777662167e+00;
9.4199999848e+00;-1.8291983062e+00;
9.4239999847e+00;1.3340910218e+00;
9.4279999847e+00;3.9788792692e+00;
9.4319999849e+00;5.1215184060e+00;
9.4359999849e+00;5.0345034426e+00;
9.4399999848e+00;4.3732780097e+00;
9.4439999848e+00;3.9130342940e+00;
9.4479999847e+00;4.3117189341e+00;
9.4519999847e+00;5.3893194904e+00;
9.4559999849e+00;6.2427197843e+00;
9.4599999848e+00;6.7376160346e+00;
9.4639999848e+00;8.0160171876e+00;
9.4679999847e+00;1.0474515269e+01;
9.4719999847e+00;1.2246194651e+01;
9.4759999847e+00;1.1335146237e+01;
9.4799999846e+00;8.4903089266e+00;
9.4839999846e+00;6.3895909049e+00;
9.4879999845e+00;6.7267651103e+00;
9.4919999845e+00;9.2692687640e+00;
9.4959999847e+00;1.2879080092e+01;
9.4999999846e+00;1.6025865812e+01;
9.5039999846e+00;1.6747967253e+01;
9.5079999845e+00;1.3973756651e+01;
9.5119999845e+00;9.2081942686e+00;
9.5159999847e+00;5.4798361271e+00;
9.5199999847e+00;4.3237819077e+00;
9.5239999846e+00;4.7722785292e+00;
9.5279999846e+00;5.2712161641e+00;
9.5319999845e+00;5.3921723232e+00;
9.5359999845e+00;5.4130730525e+00;
9.5399999847e+00;5.4859548541e+00;
9.5439999846e+00;5.7781913136e+00;
9.5479999846e+00;6.5927495196e+00;
9.5519999845e+00;7.9367643483e+00;
9.5559999845e+00;9.3213898666e+00;
9.5599999847e+00;1.0173395259e+01;
9.5639999846e+00;1.0409664328e+01;
9.5679999846e+00;1.0510643795e+01;
9.5719999846e+00;1.0902862872e+01;
9.5759999845e+00;1.1576926134e+01;
9.5799999845e+00;1.2797048189e+01;
9.5839999847e+00;1.5458519286e+01;
9.5879999846e+00;1.9795119363e+01;
9.5919999846e+00;2.4496468533e+01;
9.5959999845e+00;2.7862992844e+01;
9.5999999845e+00;2.9285058872e+01;
9.6039999845e+00;2.9366201609e+01;
9.6079999844e+00;2.9234170198e+01;
9.6119999844e+00;2.9891740729e+01;
9.6159999843e+00;3.1533182155e+01;
9.6199999843e+00;3.3198646631e+01;
9.6239999845e+00;3.3398712597e+01;
9.6279999844e+00;3.1364053205e+01;
9.6319999844e+00;2.7824808093e+01;
9.6359999843e+00;2.4304330283e+01;
9.6399999843e+00;2.1775573501e+01;
9.6439999845e+00;2.0484223683e+01;
9.6479999844e+00;2.0418211843e+01;
9.6519999844e+00;2.0908270889e+01;
9.6559999844e+00;2.0439814575e+01;
9.6599999843e+00;1.8272618218e+01;
9.6639999843e+00;1.5586234706e+01;
9.6679999845e+00;1.3809899569e+01;
9.6719999844e+00;1.2807825470e+01;
9.6759999844e+00;1.1584581611e+01;
9.6799999843e+00;9.9683404504e+00;
9.6839999843e+00;8.8641836286e+00;
9.6879999845e+00;8.9083668063e+00;
9.6919999844e+00;9.7254374134e+00;
9.6959999844e+00;1.0929546148e+01;
9.6999999844e+00;1.2655858038e+01;
9.7039999843e+00;1.4465666438e+01;
9.7079999843e+00;1.5061159349e+01;
9.7119999845e+00;1.3905245799e+01;
9.7159999844e+00;1.2042734534e+01;
9.7199999844e+00;1.0660672691e+01;
9.7239999843e+00;9.8705813524e+00;
9.7279999843e+00;9.4257653613e+00;
9.7319999842e+00;9.5497267050e+00;
9.7359999842e+00;1.0319898424e+01;
9.7399999842e+00;1.1038258416e+01;
9.7439999841e+00;1.1101718636e+01;
9.7479999841e+00;1.0918098565e+01;
9.7519999843e+00;1.0946756474e+01;
9.7559999842e+00;1.0434271447e+01;
9.7599999842e+00;8.4786128108e+00;
9.7639999841e+00;5.7682618645e+00;
9.7679999841e+00;3.9135339580e+00;
9.7719999843e+00;3.7912678439e+00;
9.7759999842e+00;5.4151213826e+00;
9.7799999842e+00;8.5665307057e+00;
9.7839999842e+00;1.2700152574e+01;
9.7879999841e+00;1.6319055586e+01;
9.7919999841e+00;1.7473997555e+01;
9.7959999843e+00;1.5781766516e+01;
9.7999999842e+00;1.3083586805e+01;
9.8039999842e+00;1.1235587135e+01;
9.8079999841e+00;1.0419148815e+01;
9.8119999841e+00;1.0163810861e+01;
9.8159999843e+00;1.0287626431e+01;
9.8199999842e+00;1.0345344929e+01;
9.8239999842e+00;9.7191022449e+00;
9.8279999841e+00;8.6253961211e+00;
9.8319999841e+00;8.0871841245e+00;
9.8359999841e+00;8.5696776162e+00;
9.8399999843e+00;9.2294668584e+00;
9.8439999842e+00;8.9962782790e+00;
9.8479999842e+00;7.8758565215e+00;
9.8519999841e+00;6.5458840164e+00;
9.8559999841e+00;5.1376748232e+00;
9.8599999840e+00;3.2874437008e+00;
9.8639999840e+00;1.3113141566e+00;
9.8679999840e+00;3.8569024566e-01;
9.8719999839e+00;1.1447241978e+00;
9.8759999839e+00;2.9402885734e+00;
9.8799999841e+00;5.0233512353e+00;
9.8839999840e+00;7.3392817288e+00;
9.8879999840e+00;9.5266305717e+00;
9.8919999839e+00;1.0621047322e+01;
9.8959999839e+00;1.0388636264e+01;
9.8999999841e+00;9.5134999107e+00;
9.9039999840e+00;8.4119807564e+00;
9.9079999840e+00;7.1317083513e+00;
9.9119999839e+00;6.1547409710e+00;
9.9159999839e+00;6.3556465900e+00;
9.9199999839e+00;7.9407628569e+00;
9.9239999841e+00;9.8576587016e+00;
9.9279999840e+00;1.0831794567e+01;
9.9319999840e+00;1.0580272121e+01;
9.9359999839e+00;9.3916276698e+00;
9.9399999839e+00;7.2726438435e+00;
9.9439999841e+00;4.4662131144e+00;
9.9479999840e+00;2.1234243211e+00;
9.9519999840e+00;1.2654305517e+00;
9.9559999839e+00;1.5986167116e+00;
9.9599999839e+00;2.3845943543e+00;
9.9639999839e+00;3.7403395727e+00;
9.9679999840e+00;5.9602530306e+00;
9.9719999840e+00;8.0975184970e+00;
9.9759999840e+00;8.4696307218e+00;
9.9799999839e+00;6.6657786361e+00;
9.9839999839e+00;4.0681551791e+00;
9.9879999838e+00;2.1274466518e+00;
9.9919999838e+00;1.1877156770e+00;
9.9959999837e+00;1.3392317377e+00;
9.9999999837e+00;2.9273475843e+00;
1.0003999984e+01;5.5395856459e+00;
1.0007999984e+01;7.7511159981e+00;
1.0011999984e+01;8.5002916257e+00;
1.0015999984e+01;8.1349549186e+00;
1.0019999984e+01;7.7094249065e+00;
1.0023999984e+01;7.5550897118e+00;
1.0027999984e+01;7.1960798663e+00;
1.0031999984e+01;6.5106097017e+00;
1.0035999984e+01;6.0205322138e+00;
1.0039999984e+01;6.0121954044e+00;
1.0043999984e+01;6.2975417222e+00;
1.0047999984e+01;6.5933067070e+00;
1.0051999984e+01;5.8978734456e+00;
1.0055999984e+01;2.2329488967e+00;
1.0059999984e+01;-4.9797010426e+00;
1.0063999984e+01;-1.2968486876e+01;
1.0067999984e+01;-1.7840094956e+01;
1.0071999984e+01;-1.8002504622e+01;
1.0075999984e+01;-1.4746748750e+01;
1.0079999984e+01;-1.0761474906e+01;
1.0083999984e+01;-8.4679487308e+00;
1.0087999984e+01;-8.8894213717e+00;
1.0091999984e+01;-1.1358436928e+01;
1.0095999984e+01;-1.4019560449e+01;
1.0099999984e+01;-1.5161897786e+01;
1.0103999984e+01;-1.4635986304e+01;
1.0107999984e+01;-1.3494853852e+01;
1.0111999984e+01;-1.2237317063e+01;
1.0115999984e+01;-1.0588447372e+01;
1.0119999984e+01;-9.0488114948e+00;
1.0123999984e+01;-9.1389914327e+00;
1.0127999983e+01;-1.1479149166e+01;
1.0131999983e+01;-1.4528218230e+01;
1.0135999984e+01;-1.6145339467e+01;
1.0139999984e+01;-1.5981909791e+01;
1.0143999984e+01;-1.5114528371e+01;
1.0147999984e+01;-1.3982381367e+01;
1.0151999983e+01;-1.2453967608e+01;
1.0155999984e+01;-1.1165122104e+01;
1.0159999984e+01;-1.1044908271e+01;
1.0163999984e+01;-1.1832995877e+01;
1.0167999984e+01;-1.2195486294e+01;
1.0171999983e+01;-1.1381950311e+01;
1.0175999983e+01;-1.0077829344e+01;
1.0179999984e+01;-9.3195175317e+00;
1.0183999984e+01;-9.1612571597e+00;
1.0187999984e+01;-9.0407973274e+00;
1.0191999984e+01;-8.7741987898e+00;
1.0195999983e+01;-8.2727128472e+00;
1.0199999984e+01;-7.1540228429e+00;
1.0203999984e+01;-5.6469179727e+00;
1.0207999984e+01;-4.9825083350e+00;
1.0211999984e+01;-5.8993342810e+00;
1.0215999983e+01;-7.3218932312e+00;
1.0219999983e+01;-7.3775652403e+00;
1.0223999984e+01;-5.4818322563e+00;
1.0227999984e+01;-2.7541037141e+00;
1.0231999984e+01;-5.5148626864e-01;
1.0235999984e+01;6.2059868826e-01;
1.0239999983e+01;6.4454623917e-01;
1.0243999983e+01;-5.7837062702e-01;
1.0247999983e+01;-2.5685105231e+00;
1.0251999983e+01;-4.6161239920e+00;
1.0255999983e+01;-6.9125773420e+00;
1.0259999983e+01;-9.9361408146e+00;
1.0263999983e+01;-1.2716376913e+01;
1.0267999983e+01;-1.3411982845e+01;
1.0271999983e+01;-1.1834446071e+01;
1.0275999983e+01;-9.7496732904e+00;
1.0279999983e+01;-8.4830770739e+00;
1.0283999983e+01;-7.7876380647e+00;
1.0287999983e+01;-7.2781201317e+00;
1.0291999983e+01;-7.4082192746e+00;
1.0295999983e+01;-8.5486624786e+00;
1.0299999983e+01;-1.0331892658e+01;
1.0303999983e+01;-1.2327376873e+01;
1.0307999983e+01;-1.4564379820e+01;
1.0311999983e+01;-1.6975546632e+01;
1.0315999983e+01;-1.8752138416e+01;
1.0319999983e+01;-1.9037616723e+01;
1.0323999983e+01;-1.8216105546e+01;
1.0327999983e+01;-1.7550417605e+01;
1.0331999983e+01;-1.7375353268e+01;
1.0335999983e+01;-1.6743908725e+01;
1.0339999983e+01;-1.5283726069e+01;
1.0343999983e+01;-1.4044238796e+01;
1.0347999983e+01;-1.3823065032e+01;
1.0351999983e+01;-1.4071049702e+01;
1.0355999983e+01;-1.4185490013e+01;
1.0359999983e+01;-1.4576313979e+01;
1.0363999983e+01;-1.5613223670e+01;
1.0367999983e+01;-1.6562090232e+01;
1.0371999983e+01;-1.6443500660e+01;
1.0375999983e+01;-1.5172260337e+01;
1.0379999983e+01;-1.3194406349e+01;
1.0383999983e+01;-1.0797742316e+01;
1.0387999983e+01;-8.4382381921e+00;
1.0391999983e+01;-7.0897817919e+00;
1.0395999983e+01;-7.4127608903e+00;
1.0399999983e+01;-8.9187189462e+00;
1.0403999983e+01;-1.0755439187e+01;
1.0407999983e+01;-1.2712356104e+01;
1.0411999983e+01;-1.4623543067e+01;
1.0415999983e+01;-1.5735349567e+01;
1.0419999983e+01;-1.5648049985e+01;
1.0423999983e+01;-1.5125585693e+01;
1.0427999983e+01;-1.5056333692e+01;
1.0431999983e+01;-1.5077938635e+01;
1.0435999983e+01;-1.4150987892e+01;
1.0439999983e+01;-1.2324684840e+01;
1.0443999983e+01;-1.0862088906e+01;
1.0447999983e+01;-1.0442420698e+01;
1.0451999983e+01;-1.0620427327e+01;
1.0455999983e+01;-1.1379974453e+01;
1.0459999983e+01;-1.3402415612e+01;
1.0463999983e+01;-1.6292934615e+01;
1.0467999983e+01;-1.8131512570e+01;
1.0471999983e+01;-1.7582078076e+01;
1.0475999983e+01;-1.5530358402e+01;
1.0479999983e+01;-1.3490516706e+01;
1.0483999983e+01;-1.1128964438e+01;
1.0487999983e+01;-7.0317601301e+00;
1.0491999983e+01;-1.2509766819e+00;
1.0495999983e+01;4.6365248254e+00;
1.0499999983e+01;9.1252223654e+00;
1.0503999983e+01;1.1070656095e+01;
1.0507999983e+01;9.8149115713e+00;
1.0511999983e+01;6.3844816852e+00;
1.0515999983e+01;3.4224232591e+00;
1.0519999983e+01;2.8733831581e+00;
1.0523999983e+01;4.3555802032e+00;
1.0527999983e+01;6.2612572808e+00;
1.0531999983e+01;7.7410227531e+00;
1.0535999983e+01;9.0206168902e+00;
1.0539999983e+01;1.0212904958e+01;
1.0543999983e+01;1.0785928493e+01;
1.0547999983e+01;1.0327680451e+01;
1.0551999983e+01;8.8673418981e+00;
1.0555999983e+01;6.2941893099e+00;
1.0559999983e+01;2.6265674687e+00;
1.0563999983e+01;-9.6803970030e-01;
1.0567999983e+01;-2.5861736448e+00;
1.0571999983e+01;-1.4498115352e+00;
1.0575999983e+01;1.1601030827e+00;
1.0579999983e+01;3.2563575290e+00;
1.0583999983e+01;4.1693923802e+00;
1.0587999983e+01;4.4862396563e+00;
1.0591999983e+01;4.3836234321e+00;
1.0595999983e+01;3.4163334176e+00;
1.0599999983e+01;1.8625747289e+00;
1.0603999983e+01;9.0931321331e-01;
1.0607999983e+01;1.1879630687e+00;
1.0611999983e+01;2.0532185889e+00;
1.0615999983e+01;2.5862925004e+00;
1.0619999983e+01;2.3986903038e+00;
1.0623999983e+01;1.5084628738e+00;
1.0627999983e+01;4.1212012083e-01;
1.0631999983e+01;-5.7843531249e-02;
1.0635999983e+01;3.2351343986e-01;
1.0639999983e+01;8.1522938330e-01;
1.0643999983e+01;7.2958744690e-01;
1.0647999983e+01;3.4340294660e-01;
1.0651999983e+01;3.3358455799e-01;
1.0655999983e+01;5.6300622947e-01;
1.0659999983e+01;2.0240259776e-01;
1.0663999983e+01;-7.5932623167e-01;
1.0667999983e+01;-1.1840672537e+00;
1.0671999983e+01;-4.0399590158e-01;
1.0675999983e+01;8.8219711371e-01;
1.0679999983e+01;1.6847448992e+00;
1.0683999983e+01;1.7858482760e+00;
1.0687999983e+01;1.4429514545e+00;
1.0691999983e+01;8.1840857887e-01;
1.0695999983e+01;2.0785253961e-01;
1.0699999983e+01;3.5508131888e-01;
1.0703999983e+01;1.8399219217e+00;
1.0707999983e+01;4.1389693411e+00;
1.0711999983e+01;6.0092506246e+00;
1.0715999983e+01;6.9148804252e+00;
1.0719999983e+01;7.0994417167e+00;
1.0723999983e+01;6.4254094628e+00;
1.0727999983e+01;4.4989285397e+00;
1.0731999983e+01;1.8244140404e+00;
1.0735999983e+01;-2.2643295745e-01;
1.0739999983e+01;-7.9345358792e-01;
1.0743999983e+01;-4.2015070701e-01;
1.0747999983e+01;-1.8367062882e-01;
1.0751999983e+01;-2.4590766686e-01;
1.0755999983e+01;4.3197343824e-02;
1.0759999983e+01;8.4019299480e-01;
1.0763999983e+01;1.6115731923e+00;
1.0767999982e+01;2.1470676833e+00;
1.0771999982e+01;2.6923851748e+00;
1.0775999983e+01;3.1263874250e+00;
1.0779999983e+01;3.0053906017e+00;
1.0783999983e+01;2.3300603582e+00;
1.0787999982e+01;1.4120970124e+00;
1.0791999982e+01;2.6025710651e-01;
1.0795999983e+01;-1.1134402980e+00;
1.0799999983e+01;-2.0314037644e+00;
1.0803999983e+01;-1.7399909396e+00;
1.0807999982e+01;-1.0698156252e+00;
1.0811999982e+01;-2.5655226670e+00;
1.0815999982e+01;-7.9664664317e+00;
1.0819999983e+01;-1.6198283652e+01;
1.0823999983e+01;-2.4237771393e+01;
1.0827999983e+01;-2.8842621766e+01;
1.0831999982e+01;-2.7814007314e+01;
1.0835999982e+01;-2.1475852695e+01;
1.0839999983e+01;-1.3154096432e+01;
1.0843999983e+01;-7.1586312091e+00;
1.0847999983e+01;-5.7536936705e+00;
1.0851999982e+01;-8.2044716957e+00;
1.0855999982e+01;-1.2536669251e+01;
1.0859999982e+01;-1.7049796836e+01;
1.0863999983e+01;-1.9974313586e+01;
1.0867999983e+01;-1.9678504215e+01;
1.0871999983e+01;-1.6528248101e+01;
1.0875999982e+01;-1.3168412688e+01;
1.0879999982e+01;-1.1701081853e+01;
1.0883999982e+01;-1.1607692480e+01;
1.0887999982e+01;-1.1320132809e+01;
1.0891999982e+01;-1.0570098679e+01;
1.0895999982e+01;-1.0036521832e+01;
1.0899999982e+01;-9.8729584024e+00;
1.0903999982e+01;-9.8789070577e+00;
1.0907999982e+01;-1.0342007906e+01;
1.0911999982e+01;-1.1662724316e+01;
1.0915999982e+01;-1.3266281532e+01;
1.0919999982e+01;-1.3866939209e+01;
1.0923999982e+01;-1.3156137171e+01;
1.0927999982e+01;-1.2041496460e+01;
1.0931999982e+01;-1.1108036470e+01;
1.0935999982e+01;-1.0263015541e+01;
1.0939999982e+01;-9.6971289709e+00;
1.0943999982e+01;-9.8990055595e+00;
1.0947999982e+01;-1.0733902133e+01;
1.0951999982e+01;-1.1353964463e+01;
1.0955999982e+01;-1.1369900142e+01;
1.0959999982e+01;-1.1522626922e+01;
1.0963999982e+01;-1.2589250574e+01;
1.0967999982e+01;-1.4196720033e+01;
1.0971999982e+01;-1.5484362301e+01;
1.0975999982e+01;-1.6186971558e+01;
1.0979999982e+01;-1.6002836808e+01;
1.0983999982e+01;-1.4186335651e+01;
1.0987999982e+01;-1.1315904253e+01;
1.0991999982e+01;-9.6582933005e+00;
1.0995999982e+01;-1.0275027502e+01;
1.0999999982e+01;-1.1837686855e+01;
1.1003999982e+01;-1.3039913957e+01;
1.1007999982e+01;-1.3988414020e+01;
1.1011999982e+01;-1.4928702763e+01;
1.1015999982e+01;-1.5324985244e+01;
1.1019999982e+01;-1.4664597287e+01;
1.1023999982e+01;-1.3386706921e+01;
1.1027999982e+01;-1.2347145471e+01;
1.1031999982e+01;-1.1667566485e+01;
1.1035999982e+01;-1.0933505753e+01;
1.1039999982e+01;-1.0222449025e+01;
1.1043999982e+01;-1.0041267072e+01;
1.1047999982e+01;-1.0367159276e+01;
1.1051999982e+01;-1.0441857689e+01;
1.1055999982e+01;-9.8755600632e+00;
1.1059999982e+01;-9.3708759150e+00;
1.1063999982e+01;-9.5625912135e+00;
1.1067999982e+01;-9.9529785567e+00;
1.1071999982e+01;-1.0117862304e+01;
1.1075999982e+01;-1.0990874332e+01;
1.1079999982e+01;-1.3334439657e+01;
1.1083999982e+01;-1.5650483804e+01;
1.1087999982e+01;-1.5505167502e+01;
1.1091999982e+01;-1.2649189117e+01;
1.1095999982e+01;-9.3924316932e+00;
1.1099999982e+01;-8.1687738134e+00;
1.1103999982e+01;-9.6701683148e+00;
1.1107999982e+01;-1.2928590731e+01;
1.1111999982e+01;-1.6208971233e+01;
1.1115999982e+01;-1.7904126401e+01;
1.1119999982e+01;-1.7434170585e+01;
1.1123999982e+01;-1.5665920871e+01;
1.1127999982e+01;-1.4343649986e+01;
1.1131999982e+01;-1.4727512637e+01;
1.1135999982e+01;-1.6307999785e+01;
1.1139999982e+01;-1.6904452927e+01;
1.1143999982e+01;-1.4173191512e+01;
1.1147999982e+01;-6.9794807180e+00;
1.1151999982e+01;4.0656478498e+00;
1.1155999982e+01;1.6644624681e+01;
1.1159999982e+01;2.7712180004e+01;
1.1163999982e+01;3.5348974922e+01;
1.1167999982e+01;3.9774517581e+01;
1.1171999982e+01;4.2186255314e+01;
1.1175999982e+01;4.3131699721e+01;
1.1179999982e+01;4.2909748208e+01;
1.1183999982e+01;4.2626315660e+01;
1.1187999982e+01;4.3327976643e+01;
1.1191999982e+01;4.4622692089e+01;
1.1195999982e+01;4.5207071661e+01;
1.1199999982e+01;4.4465433481e+01;
1.1203999982e+01;4.2816872718e+01;
1.1207999982e+01;4.0737098123e+01;
1.1211999982e+01;3.8500283446e+01;
1.1215999982e+01;3.6757828529e+01;
1.1219999982e+01;3.6249201496e+01;
1.1223999982e+01;3.6764536834e+01;
1.1227999982e+01;3.7116427142e+01;
1.1231999982e+01;3.6785219273e+01;
1.1235999982e+01;3.6876048576e+01;
1.1239999982e+01;3.8309857642e+01;
1.1243999982e+01;4.0114026500e+01;
1.1247999982e+01;4.0814637711e+01;
1.1251999982e+01;4.0328990517e+01;
1.1255999982e+01;3.9338167027e+01;
1.1259999982e+01;3.8023806225e+01;
1.1263999982e+01;3.6402161331e+01;
1.1267999982e+01;3.4882315295e+01;
1.1271999982e+01;3.3663229881e+01;
1.1275999982e+01;3.2276534560e+01;
1.1279999982e+01;3.0617507020e+01;
1.1283999982e+01;2.9822010144e+01;
1.1287999982e+01;3.0903970530e+01;
1.1291999982e+01;3.2981788050e+01;
1.1295999982e+01;3.4098968311e+01;
1.1299999982e+01;3.3572834184e+01;
1.1303999982e+01;3.2521873991e+01;
1.1307999982e+01;3.2252206161e+01;
1.1311999982e+01;3.3058212673e+01;
1.1315999982e+01;3.4491898277e+01;
1.1319999982e+01;3.5842504943e+01;
1.1323999982e+01;3.6128795083e+01;
1.1327999982e+01;3.4665405227e+01;
1.1331999982e+01;3.2173160451e+01;
1.1335999982e+01;3.0248246270e+01;
1.1339999982e+01;2.9473477269e+01;
1.1343999982e+01;2.9052773125e+01;
1.1347999982e+01;2.8302092901e+01;
1.1351999982e+01;2.7713094137e+01;
1.1355999982e+01;2.8037994470e+01;
1.1359999982e+01;2.8823103429e+01;
1.1363999982e+01;2.9033099593e+01;
1.1367999982e+01;2.8830960735e+01;
1.1371999982e+01;2.9252643099e+01;
1.1375999982e+01;3.0340834514e+01;
1.1379999982e+01;3.1181759330e+01;
1.1383999982e+01;3.1456848370e+01;
1.1387999982e+01;3.1395379869e+01;
1.1391999982e+01;3.0632091466e+01;
1.1395999982e+01;2.8554443123e+01;
1.1399999982e+01;2.5641237930e+01;
1.1403999981e+01;2.3410538433e+01;
1.1407999981e+01;2.2882356387e+01;
1.1411999981e+01;2.3737980407e+01;
1.1415999982e+01;2.5072047435e+01;
1.1419999982e+01;2.6120002613e+01;
1.1423999981e+01;2.6019405563e+01;
1.1427999981e+01;2.4167356242e+01;
1.1431999981e+01;2.1461452564e+01;
1.1435999982e+01;1.9892267521e+01;
1.1439999982e+01;2.0340188887e+01;
1.1443999982e+01;2.1822077977e+01;
1.1447999981e+01;2.3172198954e+01;
1.1451999981e+01;2.4395701171e+01;
1.1455999981e+01;2.5804460627e+01;
1.1459999982e+01;2.6775050052e+01;
1.1463999982e+01;2.6427451376e+01;
1.1467999981e+01;2.5126479415e+01;
1.1471999981e+01;2.4214436547e+01;
1.1475999981e+01;2.4268916722e+01;
1.1479999982e+01;2.4630915882e+01;
1.1483999982e+01;2.4612649343e+01;
1.1487999982e+01;2.3999217931e+01;
1.1491999981e+01;2.2554460136e+01;
1.1495999981e+01;2.0460029077e+01;
1.1499999981e+01;1.9034738677e+01;
1.1503999982e+01;1.9636331996e+01;
1.1507999982e+01;2.1889184998e+01;
1.1511999981e+01;2.3900577063e+01;
1.1515999981e+01;2.4295944438e+01;
1.1519999981e+01;2.3402305277e+01;
1.1523999981e+01;2.2080710641e+01;
1.1527999981e+01;2.0315741473e+01;
1.1531999981e+01;1.8016563575e+01;
1.1535999981e+01;1.6076738102e+01;
1.1539999981e+01;1.5337435493e+01;
1.1543999981e+01;1.5578548239e+01;
1.1547999981e+01;1.6217740709e+01;
1.1551999981e+01;1.7102320716e+01;
1.1555999981e+01;1.8383434362e+01;
1.1559999981e+01;1.9919027941e+01;
1.1563999981e+01;2.1075105106e+01;
1.1567999981e+01;2.1571489284e+01;
1.1571999981e+01;2.2372305556e+01;
1.1575999981e+01;2.5333734747e+01;
1.1579999981e+01;3.1886397774e+01;
1.1583999981e+01;4.1806876485e+01;
1.1587999981e+01;5.2950806259e+01;
1.1591999981e+01;6.2170510877e+01;
1.1595999981e+01;6.7033223658e+01;
1.1599999981e+01;6.7073024481e+01;
1.1603999981e+01;6.3369115043e+01;
1.1607999981e+01;5.7436295213e+01;
1.1611999981e+01;5.0890520425e+01;
1.1615999981e+01;4.5406162916e+01;
1.1619999981e+01;4.2125856836e+01;
1.1623999981e+01;4.0835814781e+01;
1.1627999981e+01;3.9642868633e+01;
1.1631999981e+01;3.5997372646e+01;
1.1635999981e+01;2.8975892804e+01;
1.1639999981e+01;2.0323863242e+01;
1.1643999981e+01;1.2796136736e+01;
1.1647999981e+01;8.2797444032e+00;
1.1651999981e+01;7.4567719041e+00;
1.1655999981e+01;9.7417428447e+00;
1.1659999981e+01;1.3247925733e+01;
1.1663999981e+01;1.5863309832e+01;
1.1667999981e+01;1.6846751608e+01;
1.1671999981e+01;1.7021211552e+01;
1.1675999981e+01;1.7092090730e+01;
1.1679999981e+01;1.6638639770e+01;
1.1683999981e+01;1.5357449373e+01;
1.1687999981e+01;1.3820090877e+01;
1.1691999981e+01;1.2423655036e+01;
1.1695999981e+01;1.1143149442e+01;
1.1699999981e+01;1.0424830332e+01;
1.1703999981e+01;1.0732430788e+01;
1.1707999981e+01;1.1263358134e+01;
1.1711999981e+01;1.0658838903e+01;
1.1715999981e+01;8.9297976242e+00;
1.1719999981e+01;7.3919482173e+00;
1.1723999981e+01;6.7749029808e+00;
1.1727999981e+01;6.5644086616e+00;
1.1731999981e+01;6.4541990897e+00;
1.1735999981e+01;7.1520849618e+00;
1.1739999981e+01;8.7983088004e+00;
1.1743999981e+01;9.7853414905e+00;
1.1747999981e+01;8.5218016559e+00;
1.1751999981e+01;5.5869319080e+00;
1.1755999981e+01;3.0613186094e+00;
1.1759999981e+01;2.1998609919e+00;
1.1763999981e+01;2.5960881419e+00;
1.1767999981e+01;3.5074953309e+00;
1.1771999981e+01;4.8164933752e+00;
1.1775999981e+01;6.1926405658e+00;
1.1779999981e+01;6.7287048656e+00;
1.1783999981e+01;6.2199407390e+00;
1.1787999981e+01;5.5484157833e+00;
1.1791999981e+01;5.3537368770e+00;
1.1795999981e+01;5.4561298522e+00;
1.1799999981e+01;5.5657658272e+00;
1.1803999981e+01;5.5458003583e+00;
1.1807999981e+01;5.0095432843e+00;
1.1811999981e+01;3.5732922733e+00;
1.1815999981e+01;1.8775275308e+00;
1.1819999981e+01;1.4118733103e+00;
1.1823999981e+01;2.6686785400e+00;
1.1827999981e+01;4.3692230114e+00;
1.1831999981e+01;4.9490185382e+00;
1.1835999981e+01;3.9789732224e+00;
1.1839999981e+01;1.9467042517e+00;
1.1843999981e+01;-4.2339901696e-01;
1.1847999981e+01;-2.0243244080e+00;
1.1851999981e+01;-1.3569216493e+00;
1.1855999981e+01;2.1002258114e+00;
1.1859999981e+01;6.6057126308e+00;
1.1863999981e+01;9.2491090957e+00;
1.1867999981e+01;8.5962691186e+00;
1.1871999981e+01;5.7356825317e+00;
1.1875999981e+01;2.7766502262e+00;
1.1879999981e+01;1.0050294809e+00;
1.1883999981e+01;5.3524936317e-01;
1.1887999981e+01;9.2272097617e-01;
1.1891999981e+01;1.5854800204e+00;
1.1895999981e+01;2.2016792600e+00;
1.1899999981e+01;3.0573012452e+00;
1.1903999981e+01;4.1356342896e+00;
1.1907999981e+01;3.8518434814e+00;
1.1911999981e+01;2.1080204332e-01;
1.1915999981e+01;-6.2840925055e+00;
1.1919999981e+01;-1.1982832392e+01;
1.1923999981e+01;-1.3289141058e+01;
1.1927999981e+01;-1.0136246173e+01;
1.1931999981e+01;-5.4654489825e+00;
1.1935999981e+01;-2.1655157860e+00;
1.1939999981e+01;-1.7487258748e+00;
1.1943999981e+01;-4.5544928829e+00;
1.1947999981e+01;-9.4450561590e+00;
1.1951999981e+01;-1.4085598303e+01;
1.1955999981e+01;-1.6616647071e+01;
1.1959999981e+01;-1.6833350124e+01;
